,match_id,PersonalIncome,HouseholdIncome,age,numkids,NumberInHousehold,DoInStage23-ContactlessDoor,DoInStage23-CurbsidePickup,DoInStage23-InStorePickup,DoInStage23-VisitRetail,DoInStage23-VisitRestaurant,PastYear-ECommerce-Frequency-PreparedFood,PastYear-ECommerce-Frequency-Groceries,PastYear-ECommerce-Frequency-OtherFood,PastYear-ECommerce-Frequency-PaperCleaning,PastYear-ECommerce-Frequency-Clothing,PastYear-ECommerce-Frequency-HomeOffice,PastYear-ECommerce-Frequency-Medication,PastYear-ECommerce-Frequency-ChildcareItems,May-InStore-Trips-PreparedFood,May-InStore-Trips-Groceries,May-InStore-Trips-OtherFood,May-InStore-Trips-PaperCleaning,May-InStore-Trips-Clothing,May-InStore-Trips-HomeOffice,May-InStore-Trips-Medication,May-InStore-Trips-ChildcareItems,May-InStore-Frequency-PreparedFood,May-InStore-Frequency-Groceries,May-InStore-Frequency-OtherFood,May-InStore-Frequency-PaperCleaning,May-InStore-Frequency-Clothing,May-InStore-Frequency-HomeOffice,May-InStore-Frequency-Medication,May-InStore-Frequency-ChildcareItems,May-ECommerce-Orders-PreparedFood,May-ECommerce-Orders-Groceries,May-ECommerce-Orders-OtherFood,May-ECommerce-Orders-PaperCleaning,May-ECommerce-Orders-Clothing,May-ECommerce-Orders-HomeOffice,May-ECommerce-Orders-Medication,May-ECommerce-Orders-ChildcareItems,May-ECommerce-Frequency-PreparedFood,May-ECommerce-Frequency-Groceries,May-ECommerce-Frequency-OtherFood,May-ECommerce-Frequency-PaperCleaning,May-ECommerce-Frequency-Clothing,May-ECommerce-Frequency-HomeOffice,May-ECommerce-Frequency-Medication,May-ECommerce-Frequency-ChildcareItems
3069,241,"$25,000 - $49,999",No Response,65 - 74,1,1.0,5,1,1,5,3,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Never,0,8,0,2,0,0,2,0,Less than 1 time per week,No Response,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,0,0,0,1,0,0,0,0,Never,Never,Never,No Response,Less than 1 time per month,Less than 1 time per month,Never,Never
3070,242,"$100,000 - $149,999","$100,000 - $149,999",35 - 44,0,3.0,3,3,4,1,1,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,2,2,0,2,0,0,2,0,No Response,No Response,No Response,No Response,Less than 1 time per week,Less than 1 time per week,No Response,No Response,1,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3071,243,"$75,000 - $99,999","$150,000 - $199,999",65 - 74,0,2.0,1,4,4,1,1,About 1 time per week,3 - 5 times per week,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,5,3,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,4,5,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3072,244,"$25,000 - $49,999",No Response,35 - 44,0,1.0,3,5,5,2,1,More than 5 times per week,2 - 3 times per week,Less than 1 time per week,Never,Less than 1 time per month,Never,Never,Never,6,2,0,0,0,0,2,0,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,No Response,Never,1,0,0,0,2,0,1,0,No Response,Almost never,Less than 1 time per month,Never,No Response,Never,No Response,Never
3073,245,"$150,000 - $199,999","$150,000 - $199,999",25 - 34,1,3.0,4,5,5,2,1,Almost never,Almost never,Almost never,Almost never,Less than 1 time per week,Almost never,Almost never,Almost never,0,2,0,0,0,0,0,0,Less than 1 time per week,No Response,About 1 time per week,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per month,0,0,0,0,4,0,0,0,Almost never,Less than 1 time per week,Never,Never,No Response,Almost never,Almost never,Almost never
3074,246,"$75,000 - $99,999",No Response,25 - 34,0,1.0,5,3,4,2,2,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,Never,Never,2,2,0,0,0,2,0,0,No Response,No Response,Never,Almost never,Less than 1 time per month,No Response,Less than 1 time per week,Never,0,0,0,0,0,1,0,0,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per month,No Response,Never,Never
3075,247,"$25,000 - $49,999","$25,000 - $49,999",55 - 59,0,2.0,1,1,4,4,2,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,6,0,0,0,0,0,0,Never,No Response,Never,Never,Never,Never,Never,Never,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never
3076,248,Prefer not to answer,No Response,65 - 74,0,1.0,1,1,1,2,2,Never,Less than 1 time per month,Never,Never,Almost never,Less than 1 time per month,Never,Never,0,2,0,0,0,0,0,0,Less than 1 time per week,No Response,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Less than 1 time per week,Never,1,0,0,0,0,0,0,0,No Response,About 1 time per week,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Never
3077,249,"$50,000 - $74,999","$50,000 - $74,999",25 - 34,0,2.0,4,5,5,5,2,Less than 1 time per month,Almost never,Almost never,Almost never,Almost never,Almost never,Never,Never,2,4,0,2,0,0,0,0,No Response,No Response,Almost never,No Response,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Almost never,Never,Never,Almost never,Almost never,Almost never,Never,Never
3078,250,"$50,000 - $74,999","$50,000 - $74,999",25 - 34,3,4.0,2,3,4,4,3,Almost never,Almost never,Almost never,About 1 time per week,2 - 3 times per week,Almost never,Almost never,Almost never,0,2,0,0,-9998,0,0,0,2 - 3 times per week,No Response,About 1 time per week,About 1 time per week,No Response,About 1 time per week,Almost never,Never,-9998,-9998,-9998,-9998,3,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3079,251,Prefer not to answer,Prefer not to answer,35 - 44,0,2.0,-9998,-9998,-9998,-9998,-9998,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,Almost never,Never,0,2,0,0,0,2,0,0,About 1 time per week,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,Never,1,0,0,0,0,2,0,0,No Response,Almost never,Almost never,Almost never,Less than 1 time per month,No Response,Almost never,Never
3080,252,"$50,000 - $74,999","$75,000 - $99,999",45 - 54,0,3.0,5,5,5,3,5,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,Never,Never,4,4,0,2,0,2,0,0,No Response,No Response,Less than 1 time per week,No Response,Less than 1 time per week,No Response,Less than 1 time per week,Almost never,2,0,0,0,0,0,0,0,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Never
3081,253,"$100,000 - $149,999","$200,000 or more",35 - 44,2,4.0,4,3,2,2,1,Never,Never,Never,Never,Almost never,Less than 1 time per month,No Response,Less than 1 time per month,1,2,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3082,254,"$15,000 - $24,999","$25,000 - $49,999",25 - 34,0,2.0,5,5,5,5,5,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,2,2,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3083,256,"$25,000 - $49,999","$100,000 - $149,999",60 - 64,0,5.0,5,5,5,3,3,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per week,Never,Never,Never,4,6,0,4,0,0,2,0,No Response,No Response,Almost never,No Response,About 1 time per week,Less than 1 time per month,No Response,Never,3,0,0,0,2,0,0,0,No Response,Less than 1 time per month,Almost never,2 - 3 times per week,No Response,Less than 1 time per month,Less than 1 time per month,Never
3084,257,Prefer not to answer,Prefer not to answer,45 - 54,0,2.0,2,3,4,2,2,Never,Never,Never,Never,Never,Never,Never,Never,2,4,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,0,0,0,1,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3085,258,Prefer not to answer,"$150,000 - $199,999",35 - 44,1,5.0,4,4,4,2,2,2 - 3 times per week,Never,Never,Less than 1 time per month,Less than 1 time per week,Never,Almost never,Less than 1 time per week,2,4,0,0,-9998,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,No Response,Almost never,Almost never,Less than 1 time per week,-9998,-9998,-9998,-9998,2,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3086,259,"Under $10,000","$100,000 - $149,999",35 - 44,2,3.0,3,1,1,2,3,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,0,1,0,0,0,1,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,No Response,Never,Less than 1 time per month
3087,260,"$75,000 - $99,999","$75,000 - $99,999",65 - 74,0,2.0,4,4,3,5,5,Never,Never,Never,Never,Never,About 1 time per week,Less than 1 time per month,Never,0,4,0,0,0,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Almost never,Almost never,Almost never,Almost never,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3088,261,"$50,000 - $74,999",No Response,25 - 34,0,1.0,4,1,4,2,2,Less than 1 time per month,Almost never,Never,Never,Less than 1 time per month,Never,Never,Never,2,3,0,2,0,0,0,2,No Response,No Response,Never,No Response,Less than 1 time per month,Never,Almost never,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3089,262,"$25,000 - $49,999","$75,000 - $99,999",35 - 44,3,5.0,5,3,5,5,5,About 1 time per week,About 1 time per week,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Never,6,2,0,0,0,0,0,0,No Response,No Response,Almost never,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Almost never,1,0,0,0,0,1,0,0,No Response,About 1 time per week,Almost never,Almost never,Almost never,No Response,Less than 1 time per week,Almost never
3090,263,"$50,000 - $74,999","$50,000 - $74,999",60 - 64,1,2.0,1,1,1,3,3,Never,Never,Never,Never,Never,Never,Never,Never,3,6,3,3,3,2,0,0,No Response,No Response,No Response,No Response,No Response,No Response,Less than 1 time per month,Never,-9998,-9998,-9998,-9998,-9998,2,0,0,No Response,No Response,No Response,No Response,No Response,No Response,Never,Never
3091,264,"$25,000 - $49,999","$50,000 - $74,999",35 - 44,2,4.0,1,1,1,5,5,Never,Never,Never,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,5,3,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,About 1 time per week,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3092,266,"$100,000 - $149,999","$100,000 - $149,999",60 - 64,0,2.0,1,1,1,1,2,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,2,0,0,0,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Almost never,Almost never,Less than 1 time per week,Almost never,0,0,0,0,0,0,0,0,Almost never,Never,Almost never,Less than 1 time per month,About 1 time per week,Almost never,Almost never,Almost never
3093,267,"$100,000 - $149,999",No Response,65 - 74,0,1.0,4,4,5,4,2,3 - 5 times per week,Almost never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,No Response,1,1,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,1,2,1,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3094,268,"$50,000 - $74,999",No Response,35 - 44,0,1.0,1,1,1,2,2,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per month,0,2,0,0,0,0,0,0,Less than 1 time per week,No Response,Less than 1 time per month,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3095,269,"$100,000 - $149,999","$100,000 - $149,999",55 - 59,0,5.0,1,2,5,5,5,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,6,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3096,270,"$25,000 - $49,999",Don't know,25 - 34,0,3.0,5,4,5,1,1,Less than 1 time per month,Never,Never,Never,Never,Less than 1 time per month,Never,Never,2,2,-9998,2,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,2,1,0,-9998,0,0,3,0,No Response,No Response,Never,No Response,Almost never,Less than 1 time per month,No Response,Never
3097,271,"$50,000 - $74,999",No Response,65 - 74,0,1.0,1,1,4,3,2,About 1 time per week,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Never,0,4,0,0,2,0,0,0,Almost never,No Response,About 1 time per week,Less than 1 time per month,No Response,Almost never,Less than 1 time per month,Never,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3098,272,"$25,000 - $49,999","$75,000 - $99,999",25 - 34,0,2.0,5,4,4,4,4,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,0,2,2,0,0,0,0,0,Less than 1 time per week,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,0,0,0,0,0,0,0,Less than 1 time per week,Less than 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never
3099,273,"$50,000 - $74,999","$100,000 - $149,999",35 - 44,1,3.0,1,4,1,2,2,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,2,2,0,2,0,0,2,1,No Response,No Response,Never,No Response,Less than 1 time per month,Less than 1 time per month,No Response,No Response,0,0,0,0,0,0,0,0,Never,Almost never,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Never,Almost never
3100,274,"$150,000 - $199,999","$150,000 - $199,999",60 - 64,0,3.0,5,4,4,2,1,2 - 3 times per week,2 - 3 times per week,About 1 time per week,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,0,1,1,0,0,0,0,0,2 - 3 times per week,No Response,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,-9998,-9998,-9998,-9998,1,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3101,275,"$50,000 - $74,999","$50,000 - $74,999",35 - 44,2,4.0,1,1,1,5,5,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,Almost never,Less than 1 time per month,0,4,0,0,2,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,No Response,Almost never,Almost never,Almost never,0,-9998,0,0,-9998,0,0,0,Almost never,No Response,Almost never,Almost never,No Response,Almost never,Almost never,Almost never
3102,276,Prefer not to answer,No Response,55 - 59,0,1.0,3,1,1,4,4,About 1 time per week,Almost never,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,2,2,0,1,0,0,0,0,No Response,No Response,Almost never,No Response,Almost never,Almost never,Almost never,Almost never,1,1,0,0,0,0,0,0,No Response,No Response,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never
3103,277,"$15,000 - $24,999",No Response,45 - 54,0,1.0,4,2,2,5,5,Less than 1 time per week,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Never,0,2,0,0,0,0,2,0,Less than 1 time per week,No Response,Never,Less than 1 time per month,Less than 1 time per month,Almost never,No Response,Never,0,0,0,0,1,0,1,0,Less than 1 time per month,About 1 time per week,Never,Less than 1 time per month,No Response,Almost never,No Response,Never
3104,278,"$50,000 - $74,999","$100,000 - $149,999",25 - 34,0,2.0,1,5,5,1,1,Almost never,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,2,2,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,1,0,0,0,1,0,0,0,No Response,Almost never,Almost never,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,Never
3105,279,"$75,000 - $99,999","$100,000 - $149,999",45 - 54,0,2.0,5,5,5,2,1,Never,Never,Never,Never,Almost never,Almost never,Less than 1 time per month,Never,2,4,2,2,0,0,0,0,No Response,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Never,Never,1,0,0,0,-9998,-9998,1,-9998,No Response,Never,Never,Never,No Response,No Response,No Response,No Response
3106,280,"$25,000 - $49,999","$25,000 - $49,999",25 - 34,1,2.0,5,4,5,4,2,Almost never,Never,Never,Almost never,Almost never,Never,Never,Almost never,0,2,0,0,0,0,0,0,Less than 1 time per month,No Response,Never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,1,0,0,0,0,0,0,0,No Response,Never,Never,Almost never,Almost never,Almost never,Never,Almost never
3107,281,"$15,000 - $24,999","$50,000 - $74,999",35 - 44,0,2.0,3,4,3,5,4,Never,Never,Never,Never,Never,Never,Never,Never,4,4,0,2,0,0,0,0,No Response,No Response,About 1 time per week,No Response,Almost never,Almost never,Less than 1 time per month,Never,0,0,-9998,0,0,0,0,0,Never,Never,No Response,Never,Never,Never,Never,Never
3108,282,Prefer not to answer,No Response,65 - 74,0,1.0,4,3,4,4,4,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,2,2,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per week,Less than 1 time per month,Almost never,Almost never,Never,0,0,0,0,0,0,0,0,Almost never,Almost never,Never,Almost never,Less than 1 time per month,Almost never,Almost never,Never
3109,283,"$50,000 - $74,999",No Response,45 - 54,0,1.0,4,4,4,2,2,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Never,0,4,0,0,0,0,0,0,Less than 1 time per week,No Response,Almost never,Less than 1 time per month,Almost never,Never,Less than 1 time per month,Never,1,0,1,3,5,2,0,0,No Response,Less than 1 time per week,No Response,No Response,No Response,No Response,Less than 1 time per month,No Response
3110,284,"$25,000 - $49,999","$25,000 - $49,999",60 - 64,1,2.0,5,5,5,4,1,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,2,4,4,0,0,0,5,0,No Response,No Response,No Response,Never,Never,Less than 1 time per week,No Response,Never,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3111,285,"$25,000 - $49,999","$25,000 - $49,999",35 - 44,0,2.0,2,4,4,1,2,Less than 1 time per month,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Never,Never,6,4,0,2,0,0,0,0,No Response,No Response,Never,No Response,Less than 1 time per month,Less than 1 time per month,Never,Never,-9998,2,-9998,0,0,-9998,-9998,-9998,No Response,No Response,No Response,Never,Less than 1 time per month,No Response,No Response,No Response
3112,286,"Under $10,000","$50,000 - $74,999",25 - 34,1,5.0,5,3,3,3,1,Less than 1 time per week,Almost never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,1,3,0,1,0,0,0,0,No Response,No Response,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,1,0,0,0,0,3,0,1,No Response,Less than 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per week,No Response,Less than 1 time per week,No Response
3113,287,"Under $10,000","Under $10,000",35 - 44,0,2.0,5,2,2,5,3,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Never,Almost never,Never,2,2,1,1,-9998,-9998,1,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3114,288,"$25,000 - $49,999","$25,000 - $49,999",65 - 74,0,2.0,1,1,1,1,1,Less than 1 time per week,No Response,No Response,No Response,No Response,No Response,Less than 1 time per week,No Response,0,2,0,0,0,0,1,0,About 1 time per week,No Response,No Response,No Response,No Response,No Response,No Response,No Response,1,0,0,0,0,0,0,0,No Response,Never,Never,Never,Never,Never,Never,Never
3115,289,"$50,000 - $74,999","$100,000 - $149,999",45 - 54,0,3.0,4,4,4,4,4,About 1 time per week,2 - 3 times per week,Almost never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,1,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3116,290,"$75,000 - $99,999","$50,000 - $74,999",75 - 84,0,2.0,3,5,2,1,2,Less than 1 time per week,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Never,0,0,0,0,0,0,0,0,About 1 time per week,Never,Never,Never,Never,Never,Less than 1 time per week,Almost never,0,0,1,0,0,0,0,0,Less than 1 time per week,Less than 1 time per month,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never
3117,291,"$50,000 - $74,999","$100,000 - $149,999",60 - 64,0,2.0,3,5,5,4,5,Almost never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,4,0,0,0,0,0,0,2 - 3 times per week,No Response,Almost never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Almost never,0,0,0,0,0,0,1,0,Almost never,Almost never,Almost never,Less than 1 time per week,Almost never,Less than 1 time per week,No Response,Almost never
3118,292,"$50,000 - $74,999","$100,000 - $149,999",25 - 34,0,3.0,5,5,5,1,1,Less than 1 time per week,Less than 1 time per month,Never,Almost never,Less than 1 time per month,Never,Less than 1 time per month,Less than 1 time per month,0,2,0,0,0,0,0,0,Less than 1 time per month,No Response,Almost never,Almost never,Almost never,Never,Almost never,Never,8,1,0,0,0,1,1,3,No Response,No Response,Never,Less than 1 time per month,Less than 1 time per month,No Response,No Response,No Response
3119,293,"$150,000 - $199,999","$150,000 - $199,999",25 - 34,3,5.0,5,5,5,2,1,Almost never,Almost never,Almost never,Almost never,Less than 1 time per week,Almost never,Less than 1 time per week,About 1 time per week,1,-9998,0,0,-9998,0,-9998,-9998,No Response,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Less than 1 time per month,No Response,No Response,1,3,-9998,-9998,2,-9998,1,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3120,294,"$50,000 - $74,999","$100,000 - $149,999",25 - 34,3,5.0,5,2,5,4,4,2 - 3 times per week,Never,Never,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,-9998,4,0,0,0,0,0,0,No Response,No Response,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Almost never,Less than 1 time per week,About 1 time per week,3,0,0,-9998,0,2,0,1,No Response,Never,Never,No Response,Less than 1 time per week,No Response,Less than 1 time per week,No Response
3121,295,"$100,000 - $149,999","$100,000 - $149,999",60 - 64,0,2.0,3,1,3,5,1,Never,Almost never,Never,Almost never,Less than 1 time per month,Almost never,Never,Never,0,2,0,0,0,0,2,0,Never,No Response,Never,Never,Never,Never,No Response,Never,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never
3122,297,"$100,000 - $149,999","$150,000 - $199,999",65 - 74,0,2.0,5,5,3,3,3,About 1 time per week,Less than 1 time per month,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,2,2,-9998,2,-9998,-9998,2,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,1,0,1,0,0,-9998,0,Never,No Response,Never,No Response,Never,Never,No Response,Never
3123,298,Prefer not to answer,Prefer not to answer,18 - 19,0,4.0,3,2,2,4,2,Less than 1 time per week,Less than 1 time per week,Almost never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Almost never,Never,11,8,0,8,0,0,0,0,No Response,No Response,Never,No Response,Never,Less than 1 time per week,Never,Never,2,3,0,0,0,0,0,0,No Response,No Response,Never,Never,Never,Less than 1 time per week,Never,Never
3124,299,"$50,000 - $74,999","$150,000 - $199,999",75 - 84,0,2.0,5,2,3,5,3,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Never,Never,2,4,0,2,0,2,2,-9998,No Response,No Response,Less than 1 time per week,No Response,No Response,No Response,No Response,No Response,1,0,0,0,0,1,-9998,0,No Response,Never,Never,Never,Less than 1 time per month,No Response,No Response,Never
3125,300,"$100,000 - $149,999","$100,000 - $149,999",25 - 34,0,2.0,2,5,5,3,3,Less than 1 time per week,Never,Never,Almost never,Less than 1 time per week,Almost never,Almost never,Never,6,2,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per month,Less than 1 time per week,Almost never,Almost never,Never,3,0,0,0,2,0,0,0,No Response,Never,Never,Almost never,No Response,Almost never,Almost never,Never
3126,301,Prefer not to answer,Prefer not to answer,60 - 64,1,3.0,1,4,4,2,1,About 1 time per week,2 - 3 times per week,No Response,No Response,No Response,No Response,No Response,No Response,1,2,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3127,302,Prefer not to answer,No Response,60 - 64,0,1.0,5,5,5,2,4,Less than 1 time per month,About 1 time per week,About 1 time per week,About 1 time per week,Less than 1 time per month,Less than 1 time per month,About 1 time per week,Never,0,4,0,0,0,0,0,0,Never,No Response,Less than 1 time per month,Less than 1 time per week,Never,Never,Less than 1 time per week,Never,0,0,0,0,0,0,1,0,Never,About 1 time per week,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,Never
